pub_id,scholar_ids,year,title,abstract
1390,GyIzG5MAAAAJ,2020,Perancangan Produk Interior Perpustakaan Anak Gereja Kristen Indonesia Merisi Indah di Surabaya,
1391,GyIzG5MAAAAJ,2019,Interior Performance Art,"Interiors contain a wealth of innovations that are not purely the preserve of interior designers and decorators. The use of materials, concept development, lighting management, and processing of elements fall within the purview of interior design media. However performing art is a work of art that involves individual or group actions in a certain place and time. Performance art generally involves elements of the artist s time, space, and body as part of the work. Raising the idea of interior performance art is an innovation in the use of media for the expression of living things as part of the field of interior design work. This study explores this concept, considering performance art as an expression of the relationship between interior design and performing art as a whole that moves together, holistic, interlocking and creating an interesting arrangement of spatial stories. Space is an experience. Space is a story of life and space comes to life when it is interpreted, touched, designed as part of an engaging performance art."
1392,GyIzG5MAAAAJ,2019,MESE Fundamental as Best Human Interior Designer,"Interior designer is a profession that is most responsible for the whole series of human activities on this earth. It is very important to place this concept because all important aspects of the human life in this space are fully in contact with the profession of interior designer. The education of interior designing is not just about creating ideas on how to create beauty and design spaces, but also about having responsibilities on various aspects in life. In the era of digitalization and where the components of life become increasingly complex, interior designers must be able to play the appropriate role to solve life s problems. The developments in various aspects of ecology are also connected to interior designers, for example, recycling the waste must be one of interior designer s goals. Experimenting, innovating, and becoming part of social life is the actual responsibility of interior designer, not living in the works of hedonism."
1393,GyIzG5MAAAAJ,2019,SESCE: DESIGNER ‘S RESPONSIBILITY AND HEUTAGOGY,"Berbagai produk yang berkembang dalam masyarakat diukur dalam standar-standar yang harus lulus dalam uji mutu sebuah produk. Demikian juga halnya dengan desain, diperlukan standar yang relatif tepat agar komponen hasil rancangan memenuhi standar kebutuhan yang dapat diterima oleh masyarakat secara menyeluruh. Standar ini tentu saja harus menjadi tanggungjawab desainer yang secara jelas melekat dalam setiap kekaryaan yang diciptakannya.. Standar SESCE yaitu; social, environmental, safety, culture, education (sosial, lingkungan hidup, keselamatan, kebudayaan, pendidikan) merupakan standar yang dapat digunakan untuk menentukan kualitas sebuah desain apakah keberadaannya mampu memberikan dampak yang fungsional dan berkelanjutan bagi kehidupan manusia."
1394,GyIzG5MAAAAJ,2019,Penelitian Ampas Tebu sebagai Material Pembuatan Papan Unting,"Ampas Tebu merupakan bahan sisa dari pengolahan batang tebu yang dijadikan gula, dan tidak digunakan lagi. Pada penelitian ini saya ingin membuat bahan alternatif pembuatan papan unting dari bahan Ampas Tebu, yang dimana Ampas Tebu memiliki kandungan kayu yang bisa digunakan. Penelitian ini menggunakan metode Research and"
1395,GyIzG5MAAAAJ,2019,Penelitian Berbahan Dasar Semen Dan Kain Untuk Elemen Interior,"Peneliti bertujuan untuk menemukan alternatif material selain kayu karena penggunaan kayu yang sangat tinggi yang jika diteruskan kemungkinan persediaan kayu di Indonesia akan habis dalam jangka beberapa tahun jika tidak dilestarikan. Peneliti mulakukan menelitian untuk mencari informasi–informasi yang berkaitan dengan kain tak terpakai, seperti kelebihan, kelemahan, cara mengolah, dan sebagainya dengan cara melakukan eksperimen terhadap kain dan juga semen, kemudian informasi–informasi tersebut peneliti mulai membuat konsep perancangan experimen dari konsep tersebut terciptalah desain yaitu pot bunga dan lampu tidur."
1396,GyIzG5MAAAAJ,2019,Eksperimen Material Sampah Laut Sebagai Material Pendukung Ruang Interior,"Environmental factors are the center of attention throughout the world. Garbage is the main cause of this problem, especially in the sea. A popular solution so far is the 3R (reduce, reuse, recycle). Recycling method is the most effective solution to deal with marine debris. The marine debris material experiment aims to find new material that can be used as interior products material. The method used in this study is to grow creativity to make as many alternatives as possible, also by applying Research and Development Method. Several stages in processing marine debris are material collection, melting, mixing of materials, printing, and finishing. The results can create various material combinations of marine debris, especially plastic based that can be used for interior design materials."
1397,GyIzG5MAAAAJ,2019,Eksperimen material sisa potongan kaca sebagai panel dinding dekoratif,"Kaca merupakan material yang banyak dipakai sehingga mengakibatkan limbah kaca semakin banyak jumlahnya. Penulis ingin mengeksplorasi dan mengembangkan limbah kaca yang sebenarnya masih memiliki potensi nilai jual tetapi jarang dilihat dan dikembangkan oleh masyarakat. Penelitian ini menggunakan metode Research and Development yang fokus pada inovasi material yang melalui beberapa tahap. Tahap yang dilalui berupa pengumpulan data, kemudian eksperimen dengan mencampurkan limbah kaca yang sudah dihancurkan dengan beberapa bahan perekat (gypsum, lem putih, semen putih) dan dianalisis hingga menghasilkan produk akhir. Penelitian ini menghasilkan produk akhir berupa panel dinding dekoratif dengan menggunakan campuran lem putih dan agregat pasir silika."
1398,GyIzG5MAAAAJ,2019,Perancangan Kursi Eceng Gondok Dengan Rangka Besi,
1399,GyIzG5MAAAAJ,2018,"STUDI DOKUMENTASI KONSTRUKSI MATERIAL BAMBU OLEH MASYARAKAT LOKAL DESA JENGGER, PURWOSARI, MALANG","Masyarakat desa di berbagai wilayah di Indonesia memiliki cara tersendiri ketika mereka bergumul dengan persoalan konstruksi untuk menghasilkan beragam bangunan di sekitar mereka. Desa Jengger di Malang yang mayoritas penduduknya adalah petani kopi, mereka juga memiliki cara-cara tersendiri dalam menyusun konstruksi bangunan yang mereka dirikan di wilayah mereka.Dokumentasi konstruksi yang dilakukan di desa ini bertujuan untuk melihat kemungkinankemungkinan konstruksi yang dapat dikembangkan menjadi bentuk konstruksi baru, konstruksi yang unik bagi material bambu yang banyak digunakan di desa tersebut. Langkah yang dilakukan dalam dokumentasi ini adalah kesungguhan untuk melihat secara asli aplikasi dari pemikiran masyarakat local yang dapat menyelesaikan permasalahan bangunan di wilayah desa Jengger, sehingga kesahajaan inilah yang dapat ditangkap sebagai sebuah bentuk kearifan lokal."
1400,GyIzG5MAAAAJ,2018,Perancangan Bangunan Interior Sekolah Menengah Atas Kolese Santo Yusup Malang,"Sekolah merupakan tempat di mana setiap individu melakukan interaksi sosial satu dengan yang lainnya, sehingga sekolah membutuhkan fasilitas yang dapat membantu murid dan guru dalam memaksimalkan kegiatan di dalam sekolah, baik di dalam ruang maupun di luar ruang. Sekolah juga memiliki sirkulasi dan penghawaan yang buruk sehingga kegiatan belajar mengajar dalam ruang tidak dapat berjalan dengan lancar. Menurut Tunjung Atmadi, metodologi merupakan sarana untuk memecahkan masalah desain, sehingga keberhasilan dalam perancangan interior tergantung pata metode desain yang digunakan. Dengan memahami hal-hal pada metodologi maka sebuah permasalahan desain dapat disederhanakan kedalam klasifikasi yang jelas dan sistematis. Selain itu memberikan banyak bukaan dan sistem cross ventilation pada ruangan untuk memberikan pencahayaan yang optimal pada ruang …"
1401,GyIzG5MAAAAJ,2018,Perancangan Flat Pack Furniture,"Furniture that is cheap, easy to send and does not require much space for delivery is the people’s first choice nowadays. Many people prefer to buy furniture from the store, then bring it home and install it by their selves once they arrive home. This kind of furniture is the new breakthrough in modern times. In addition to practical and easy to carry, flat pack furniture or knock-down furniture can also save shipping costs because it does not require a large space for the delivery process. Usually this furniture is neatly wrapped in a box made of cardboard. The manual book of how to install the furniture is also included in the furniture packaging. Furniture installation also does not require any tools."
1402,h0Bn9ww7lO4C,2025,Analyzing Career Interest and Affective Commitment as Determinants of Successors’ Intention to Stay in Family Businesses,"Family businesses in Indonesia are currently increasing. However, family businesses face challenges in achieving sustainability across generations. Many family businesses in East Nusa Tenggara province are still directly held by the founders. However, regeneration of leadership from the founders of family businesses usually does not go well. This study aimed to determine the effect of career interest and affective commitment on the intention to stay in family businesses in East Nusa Tenggara province. This type of research is quantitative, with a survey method analyzed using the structural equation model technique using smart PLS 4.0. The sample of this study used the second and third generations, who are the successors of family businesses in East Nusa Tenggara province. This study used 114 respondents as research samples. The results of this study indicate that there is an influence between career interest and affective commitment. While career interest influences the intention to stay from prospective successors to family businesses, on the other hand, affective commitment has a significant influence on the intention to stay from prospective successors to family businesses in East Nusa Tenggara province, Indonesia."
